domain_id,test_type,difficulty,question_text,question_format,options,correct_option,explanation
,CODING_DSA,EASY,What is adjacency matrix used for?,MCQ,"[""Graph representation"",""Tree representation"",""Stack implementation"",""Queue implementation""]",0,Adjacency matrix represents graphs
,CODING_DSA,EASY,Which operation takes O(log n) in balanced BST?,MCQ,"[""Search"",""Traversal"",""Finding maximum"",""All of above""]",0,Search in balanced BST is O(log n)
,CODING_DSA,EASY,What is the space complexity of merge sort?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(n²)""]",2,Merge sort needs O(n) extra space
,CODING_DSA,EASY,Which data structure uses heap?,MCQ,"[""Stack"",""Queue"",""Priority Queue"",""Linked List""]",2,Priority Queue uses heap
,CODING_DSA,EASY,What happens when stack overflows?,MCQ,"[""Stack Overflow error"",""Returns null"",""Deletes bottom element"",""Nothing""]",0,Stack overflow causes error
,CODING_DSA,EASY,Which search works on sorted array?,MCQ,"[""Linear search only"",""Binary search only"",""Both linear and binary"",""Neither""]",2,Both work but binary is efficient for sorted arrays
,CODING_DSA,EASY,What is the degree of a node?,MCQ,"[""Number of children"",""Height of node"",""Depth of node"",""Number of ancestors""]",0,Degree is number of children
,CODING_DSA,EASY,Which sorting is comparison-based?,MCQ,"[""Counting Sort"",""Radix Sort"",""Quick Sort"",""Bucket Sort""]",2,Quick Sort uses comparisons
,CODING_DSA,EASY,What is circular linked list?,MCQ,"[""Last node points to first"",""First node points to last"",""Has cycle"",""Doubly linked""]",0,In circular list last points to first
,CODING_DSA,EASY,Which complexity represents linear growth?,MCQ,"[""O(1)"",""O(n)"",""O(log n)"",""O(n²)""]",1,O(n) is linear growth
,CODING_DSA,EASY,What is the minimum value in max heap?,MCQ,"[""Root"",""Leaf nodes"",""Middle nodes"",""Cannot determine""]",1,Minimum is in leaf nodes of max heap
,CODING_DSA,EASY,Which uses backtracking?,MCQ,"[""Binary search"",""N-Queens problem"",""Merge sort"",""Bubble sort""]",1,N-Queens uses backtracking
,CODING_DSA,EASY,What is graph with no cycles called?,MCQ,"[""Connected graph"",""Complete graph"",""Tree"",""Directed graph""]",2,Tree is acyclic connected graph
,CODING_DSA,EASY,Which has better worst case Quick Sort or Merge Sort?,MCQ,"[""Quick Sort"",""Merge Sort"",""Both same"",""Depends on input""]",1,Merge Sort has O(n log n) worst case
,CODING_DSA,EASY,What is empty stack condition?,MCQ,"[""top == -1"",""top == 0"",""top == NULL"",""top == MAX""]",0,Stack empty when top is -1
,CODING_DSA,EASY,Which data structure for undo operation?,MCQ,"[""Queue"",""Stack"",""Tree"",""Graph""]",1,Stack is used for undo operations
,CODING_DSA,EASY,What is spanning tree?,MCQ,"[""Subgraph with all vertices and minimum edges without cycle"",""Complete graph"",""Cyclic graph"",""Disconnected graph""]",0,Spanning tree connects all vertices without cycles
,CODING_DSA,EASY,Which is greedy algorithm?,MCQ,"[""Merge Sort"",""Quick Sort"",""Dijkstra's algorithm"",""Binary search""]",2,Dijkstra's algorithm is greedy
,CODING_DSA,EASY,What is full binary tree?,MCQ,"[""Every node has 0 or 2 children"",""All levels filled"",""Height is minimum"",""Has maximum nodes""]",0,Full binary tree has 0 or 2 children per node
,CODING_DSA,EASY,Which operation is fastest in array?,MCQ,"[""Insertion at beginning"",""Deletion at beginning"",""Access by index"",""Insertion at middle""]",2,Access by index is O(1)
,CODING_DSA,EASY,What is topological sorting used for?,MCQ,"[""Directed Acyclic Graph"",""Undirected graph"",""Cyclic graph"",""Complete graph""]",0,Topological sort for DAG
,CODING_DSA,MEDIUM,What is the recurrence relation for merge sort?,MCQ,"[""T(n) = T(n-1) + O(1)"",""T(n) = 2T(n/2) + O(n)"",""T(n) = T(n/2) + O(n)"",""T(n) = nT(n-1) + O(1)""]",1,Merge sort divides in 2 and merges in O(n)
,CODING_DSA,MEDIUM,Which algorithm detects negative weight cycle?,MCQ,"[""Dijkstra"",""Bellman-Ford"",""Floyd-Warshall"",""Both Bellman-Ford and Floyd-Warshall""]",3,Both Bellman-Ford and Floyd-Warshall detect negative cycles
,CODING_DSA,MEDIUM,What is the time complexity of building a heap from array?,MCQ,"[""O(n log n)"",""O(n)"",""O(log n)"",""O(n²)""]",1,Building heap using heapify is O(n)
,CODING_DSA,MEDIUM,Which algorithm uses dynamic programming?,MCQ,"[""Quick Sort"",""Merge Sort"",""Longest Common Subsequence"",""Binary Search""]",2,LCS uses dynamic programming
,CODING_DSA,MEDIUM,What is the auxiliary space for in-order Morris traversal?,MCQ,"[""O(n)"",""O(log n)"",""O(1)"",""O(h)""]",2,Morris traversal uses O(1) space
,CODING_DSA,MEDIUM,Which data structure is used in Huffman coding?,MCQ,"[""Stack"",""Queue"",""Min Heap"",""Max Heap""]",2,Huffman coding uses Min Heap
,CODING_DSA,MEDIUM,What is the time complexity of Kadane's algorithm?,MCQ,"[""O(n²)"",""O(n)"",""O(n log n)"",""O(log n)""]",1,Kadane's algorithm is O(n)
,CODING_DSA,MEDIUM,Which sorting algorithm is adaptive?,MCQ,"[""Quick Sort"",""Merge Sort"",""Insertion Sort"",""Heap Sort""]",2,Insertion Sort is adaptive
,CODING_DSA,MEDIUM,What is the minimum number of swaps to sort an array?,MCQ,"[""n - number of cycles"",""n - 1"",""n"",""Cannot determine""]",0,Minimum swaps = n - number of cycles
,CODING_DSA,MEDIUM,Which algorithm finds strongly connected components?,MCQ,"[""BFS"",""DFS"",""Kosaraju's algorithm"",""Dijkstra""]",2,Kosaraju's algorithm finds SCC
,CODING_DSA,MEDIUM,What is the time complexity of matrix chain multiplication using DP?,MCQ,"[""O(n²)"",""O(n³)"",""O(2^n)"",""O(n)""]",1,Matrix chain multiplication DP is O(n³)
,CODING_DSA,MEDIUM,Which data structure uses hashing for collision resolution?,MCQ,"[""Array"",""Hash Table with chaining"",""Stack"",""Queue""]",1,Hash table uses chaining for collision
,CODING_DSA,MEDIUM,What is the recurrence for Tower of Hanoi?,MCQ,"[""T(n) = T(n-1) + 1"",""T(n) = 2T(n-1) + 1"",""T(n) = T(n/2) + 1"",""T(n) = nT(n-1)""]",1,Tower of Hanoi: T(n) = 2T(n-1) + 1
,CODING_DSA,MEDIUM,Which algorithm is used for cycle detection in undirected graph?,MCQ,"[""BFS"",""DFS"",""Union-Find"",""All of above""]",3,All can detect cycles in undirected graphs
,CODING_DSA,MEDIUM,What is the time complexity of finding LCA in binary tree?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(n log n)""]",2,LCA in binary tree is O(n)
,CODING_DSA,MEDIUM,Which traversal uses parent pointer?,MCQ,"[""Morris traversal"",""Iterative traversal"",""Recursive traversal"",""Level order""]",0,Morris traversal modifies tree temporarily
,CODING_DSA,MEDIUM,What is the space complexity of iterative DFS?,MCQ,"[""O(h)"",""O(n)"",""O(1)"",""O(log n)""]",0,Iterative DFS space is O(h) for stack
,CODING_DSA,MEDIUM,Which algorithm finds minimum spanning tree?,MCQ,"[""Dijkstra"",""Bellman-Ford"",""Kruskal"",""Floyd-Warshall""]",2,Kruskal finds MST
,CODING_DSA,MEDIUM,What is the time complexity of 0/1 Knapsack using DP?,MCQ,"[""O(nW)"",""O(n²)"",""O(2^n)"",""O(n)""]",0,0/1 Knapsack DP is O(nW)
,CODING_DSA,MEDIUM,Which uses memoization?,MCQ,"[""Greedy"",""Divide and Conquer"",""Dynamic Programming"",""Backtracking""]",2,DP uses memoization
,CODING_DSA,MEDIUM,What is the time complexity of Floyd cycle detection?,MCQ,"[""O(n²)"",""O(n)"",""O(log n)"",""O(1)""]",1,Floyd's cycle detection is O(n)
,CODING_DSA,MEDIUM,Which sorting works best for linked list?,MCQ,"[""Quick Sort"",""Merge Sort"",""Heap Sort"",""Selection Sort""]",1,Merge Sort works best for linked lists
,CODING_DSA,MEDIUM,What is the maximum number of edges in directed acyclic graph with n vertices?,MCQ,"[""n"",""n-1"",""n(n-1)/2"",""n(n-1)""]",2,Maximum edges in DAG is n(n-1)/2
,CODING_DSA,MEDIUM,Which algorithm finds all pairs shortest path?,MCQ,"[""Dijkstra"",""Bellman-Ford"",""Floyd-Warshall"",""BFS""]",2,Floyd-Warshall finds all pairs shortest paths
,CODING_DSA,MEDIUM,What is the time complexity of deleting node from BST?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(h)""]",3,BST deletion is O(h) where h is height
,CODING_DSA,MEDIUM,Which problem uses sliding window technique?,MCQ,"[""Maximum subarray sum"",""Longest substring without repeating characters"",""Binary search"",""Sorting""]",1,Sliding window for substring problems
,CODING_DSA,MEDIUM,What is the time complexity of counting sort?,MCQ,"[""O(n + k)"",""O(n log n)"",""O(n²)"",""O(n)""]",0,Counting sort is O(n + k) where k is range
,CODING_DSA,MEDIUM,Which uses two pointers technique?,MCQ,"[""Finding pair with given sum in sorted array"",""Binary search"",""Merge sort"",""Quick sort""]",0,Two pointers for pair sum in sorted array
,CODING_DSA,MEDIUM,What is segment tree used for?,MCQ,"[""Range queries"",""Sorting"",""Searching"",""Hashing""]",0,Segment tree for range queries
,CODING_DSA,MEDIUM,Which algorithm solves N-Queens problem?,MCQ,"[""Greedy"",""Dynamic Programming"",""Backtracking"",""Divide and Conquer""]",2,N-Queens uses backtracking
,CODING_DSA,MEDIUM,What is the time complexity of Rabin-Karp string matching?,MCQ,"[""O(n)"",""O(nm)"",""O(n+m)"",""O(n²)""]",2,Rabin-Karp average case is O(n+m)
,CODING_DSA,MEDIUM,Which tree allows duplicate values?,MCQ,"[""Binary Search Tree"",""AVL Tree"",""B-Tree"",""All can allow""]",3,All trees can be modified to allow duplicates
,CODING_DSA,MEDIUM,What is the space complexity of quicksort?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(n log n)""]",1,Quicksort uses O(log n) space for recursion
,CODING_DSA,MEDIUM,Which algorithm finds bridges in graph?,MCQ,"[""BFS"",""DFS with low and discovery time"",""Dijkstra"",""Prim""]",1,DFS with low/discovery times finds bridges
,CODING_DSA,MEDIUM,What is trie data structure used for?,MCQ,"[""String operations"",""Sorting"",""Graph traversal"",""Tree balancing""]",0,Trie for string operations like search and prefix
,CODING_DSA,MEDIUM,Which has better space complexity BFS or DFS?,MCQ,"[""BFS"",""DFS"",""Same"",""Depends on graph""]",1,DFS generally uses less space
,CODING_DSA,MEDIUM,What is the time complexity of coin change problem using DP?,MCQ,"[""O(n)"",""O(n²)"",""O(n × amount)"",""O(2^n)""]",2,Coin change DP is O(n × amount)
,CODING_DSA,MEDIUM,Which sorting is not comparison-based?,MCQ,"[""Quick Sort"",""Merge Sort"",""Radix Sort"",""Heap Sort""]",2,Radix Sort is not comparison-based
,CODING_DSA,MEDIUM,What is the time complexity of KMP string matching?,MCQ,"[""O(n + m)"",""O(nm)"",""O(n²)"",""O(m²)""]",0,KMP is O(n + m)
,CODING_DSA,MEDIUM,Which tree is height-balanced?,MCQ,"[""Binary Tree"",""Binary Search Tree"",""AVL Tree"",""Complete Binary Tree""]",2,AVL Tree is height-balanced
,CODING_DSA,MEDIUM,What is the minimum height of binary tree with n nodes?,MCQ,"[""log₂(n)"",""log₂(n+1) - 1"",""n"",""√n""]",1,Minimum height is ⌈log₂(n+1)⌉ - 1
,CODING_DSA,MEDIUM,Which problem uses greedy approach?,MCQ,"[""0/1 Knapsack"",""Fractional Knapsack"",""Longest Common Subsequence"",""Matrix Chain Multiplication""]",1,Fractional Knapsack uses greedy
,CODING_DSA,MEDIUM,What is amortized time complexity of dynamic array operations?,MCQ,"[""O(1)"",""O(n)"",""O(log n)"",""O(n log n)""]",0,Dynamic array operations are O(1) amortized
,CODING_DSA,MEDIUM,Which algorithm uses union by rank?,MCQ,"[""BFS"",""DFS"",""Disjoint Set Union"",""Dijkstra""]",2,DSU uses union by rank optimization
,CODING_DSA,MEDIUM,What is the time complexity of binary heap insertion?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(n log n)""]",1,Heap insertion is O(log n)
,CODING_DSA,MEDIUM,Which algorithm finds longest palindromic substring efficiently?,MCQ,"[""Brute Force"",""Dynamic Programming"",""Manacher's algorithm"",""Greedy""]",2,Manacher's algorithm is O(n)
,CODING_DSA,MEDIUM,What is the time complexity of edit distance problem using DP?,MCQ,"[""O(m × n)"",""O(m + n)"",""O(max(m,n))"",""O(2^n)""]",0,Edit distance DP is O(m × n)
,CODING_DSA,MEDIUM,Which data structure implements graph efficiently for dense graphs?,MCQ,"[""Adjacency List"",""Adjacency Matrix"",""Edge List"",""Incidence Matrix""]",1,Adjacency Matrix for dense graphs
,CODING_DSA,MEDIUM,What is the space complexity of BFS?,MCQ,"[""O(V)"",""O(E)"",""O(V+E)"",""O(1)""]",0,BFS space is O(V) for queue
,CODING_DSA,MEDIUM,Which algorithm finds articulation points?,MCQ,"[""BFS"",""DFS with low and discovery time"",""Dijkstra"",""Bellman-Ford""]",1,DFS with low/discovery finds articulation points
,CODING_DSA,HARD,What is the time complexity of Tarjan's SCC algorithm?,MCQ,"[""O(V)"",""O(E)"",""O(V+E)"",""O(V²)""]",2,Tarjan's algorithm is O(V+E)
,CODING_DSA,HARD,Which algorithm solves substring search in O(n)?,MCQ,"[""Naive"",""KMP"",""Rabin-Karp"",""All of above""]",1,KMP solves in O(n) after preprocessing
,CODING_DSA,HARD,What is the time complexity of Mo's algorithm?,MCQ,"[""O((N+Q)√N)"",""O(N log N)"",""O(NQ)"",""O(N²)""]",0,Mo's algorithm is O((N+Q)√N)
,CODING_DSA,HARD,Which data structure supports range minimum query in O(1)?,MCQ,"[""Array"",""Segment Tree"",""Sparse Table"",""Binary Tree""]",2,Sparse Table gives O(1) RMQ after preprocessing
,CODING_DSA,HARD,What is the time complexity of suffix array construction using DC3?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(n log² n)""]",0,DC3 algorithm constructs suffix array in O(n)
,CODING_DSA,HARD,Which algorithm computes convex hull in O(n log n)?,MCQ,"[""Graham Scan"",""Jarvis March"",""Brute Force"",""Quick Hull average""]",0,Graham Scan is O(n log n)
,CODING_DSA,HARD,What is the time complexity of Aho-Corasick algorithm?,MCQ,"[""O(n + m + z)"",""O(nm)"",""O(n²)"",""O(n log n)""]",0,Aho-Corasick is O(n + m + z) where z is matches
,CODING_DSA,HARD,Which tree supports finger search?,MCQ,"[""Binary Search Tree"",""AVL Tree"",""Red-Black Tree"",""Splay Tree""]",3,Splay Tree supports efficient finger search
,CODING_DSA,HARD,What is the time complexity of heavy-light decomposition query?,MCQ,"[""O(log n)"",""O(log² n)"",""O(n)"",""O(√n)""]",1,HLD query is O(log² n)
,CODING_DSA,HARD,Which algorithm finds maximum flow in O(V²E)?,MCQ,"[""Ford-Fulkerson"",""Edmonds-Karp"",""Dinic's"",""Push-Relabel""]",2,Dinic's algorithm is O(V²E)
,CODING_DSA,HARD,What is the time complexity of Z-algorithm?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(nm)""]",0,Z-algorithm is O(n)
,CODING_DSA,HARD,Which data structure answers LCA queries in O(1)?,MCQ,"[""Binary Tree"",""Segment Tree"",""RMQ with preprocessing"",""Hash Table""]",2,LCA reduces to RMQ which can be O(1)
,CODING_DSA,HARD,What is the time complexity of centroid decomposition?,MCQ,"[""O(n log n)"",""O(n)"",""O(n²)"",""O(n log² n)""]",0,Centroid decomposition is O(n log n)
,CODING_DSA,HARD,Which algorithm computes persistent segment tree update?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(n log n)""]",1,Persistent segment tree update is O(log n)
,CODING_DSA,HARD,What is the time complexity of finding all palindromic substrings using Manacher?,MCQ,"[""O(n)"",""O(n²)"",""O(n log n)"",""O(n³)""]",0,Manacher's algorithm is O(n)
,CODING_DSA,HARD,Which algorithm solves range sum query with updates in O(log n)?,MCQ,"[""Prefix Sum"",""Segment Tree"",""Array"",""Hash Table""]",1,Segment Tree handles updates in O(log n)
,CODING_DSA,HARD,What is the time complexity of Fenwick Tree update?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(√n)""]",1,Fenwick Tree update is O(log n)
,CODING_DSA,HARD,Which algorithm finds minimum cut in graph?,MCQ,"[""Dijkstra"",""Bellman-Ford"",""Karger's algorithm"",""Prim""]",2,Karger's algorithm finds minimum cut
,CODING_DSA,HARD,What is the time complexity of suffix tree construction using Ukkonen?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(n³)""]",0,Ukkonen's algorithm is O(n)
,CODING_DSA,HARD,Which data structure supports median queries efficiently?,MCQ,"[""Array"",""Two Heaps"",""Single Heap"",""Stack""]",1,Two heaps (max and min) maintain median
,CODING_DSA,HARD,What is the time complexity of matrix exponentiation?,MCQ,"[""O(n³)"",""O(n³ log k)"",""O(n² log k)"",""O(n log k)""]",1,Matrix exponentiation for k power is O(n³ log k)
,CODING_DSA,HARD,Which algorithm detects biconnected components?,MCQ,"[""BFS"",""DFS with low and discovery"",""Dijkstra"",""Kruskal""]",1,DFS with low/discovery finds biconnected components
,CODING_DSA,HARD,What is the time complexity of Rabin-Karp with multiple patterns?,MCQ,"[""O(n + m)"",""O(nm)"",""O(n + km)"",""O(nk)""]",2,Multiple pattern Rabin-Karp is O(n + km)
,CODING_DSA,HARD,Which tree allows range updates in O(log n)?,MCQ,"[""Binary Tree"",""Segment Tree with lazy propagation"",""AVL Tree"",""Trie""]",1,Lazy propagation enables efficient range updates
,CODING_DSA,HARD,What is the time complexity of Kosaraju's algorithm?,MCQ,"[""O(V)"",""O(E)"",""O(V+E)"",""O(V²)""]",2,Kosaraju's algorithm is O(V+E)
,CODING_DSA,HARD,Which algorithm finds longest increasing subsequence in O(n log n)?,MCQ,"[""Dynamic Programming O(n²)"",""Binary Search with DP"",""Greedy"",""Divide and Conquer""]",1,LIS using binary search is O(n log n)
,CODING_DSA,HARD,What is the time complexity of link-cut tree operation?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(√n)""]",1,Link-cut tree operations are O(log n) amortized
,CODING_DSA,HARD,Which algorithm computes maximum matching in bipartite graph?,MCQ,"[""DFS"",""BFS"",""Hopcroft-Karp"",""Dijkstra""]",2,Hopcroft-Karp finds maximum matching
,CODING_DSA,HARD,What is the time complexity of sqrt decomposition query?,MCQ,"[""O(1)"",""O(log n)"",""O(√n)"",""O(n)""]",2,Sqrt decomposition query is O(√n)
,CODING_DSA,HARD,Which data structure supports dynamic connectivity?,MCQ,"[""Array"",""Link-Cut Tree"",""Binary Tree"",""Hash Table""]",1,Link-Cut Tree handles dynamic connectivity
,CODING_DSA,HARD,What is the time complexity of Boruvka's MST algorithm?,MCQ,"[""O(E log V)"",""O(V²)"",""O(E log log V)"",""O(V+E)""]",0,Boruvka's algorithm is O(E log V)
,CODING_DSA,HARD,Which algorithm finds strongly connected components in one DFS?,MCQ,"[""Kosaraju"",""Tarjan"",""Both"",""Neither""]",1,Tarjan's algorithm uses one DFS
,CODING_DSA,HARD,What is the time complexity of wavelet tree construction?,MCQ,"[""O(n)"",""O(n log n)"",""O(n log σ)"",""O(n²)""]",2,Wavelet tree construction is O(n log σ)
,CODING_DSA,HARD,Which algorithm solves 2-SAT problem?,MCQ,"[""Backtracking"",""Dynamic Programming"",""SCC based algorithm"",""Greedy""]",2,2-SAT solved using SCC
,CODING_DSA,HARD,What is the time complexity of palindrome tree construction?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(n√n)""]",0,Palindrome tree (eertree) construction is O(n)
,CODING_DSA,HARD,Which data structure supports split and merge in O(log n)?,MCQ,"[""Array"",""Treap"",""Linked List"",""Stack""]",1,Treap supports split/merge efficiently
,CODING_DSA,HARD,What is the time complexity of Johnson's all pairs shortest path?,MCQ,"[""O(V³)"",""O(V² log V + VE)"",""O(VE)"",""O(V+E)""]",1,Johnson's algorithm is O(V² log V + VE)
,CODING_DSA,HARD,Which algorithm computes minimum spanning arborescence?,MCQ,"[""Prim"",""Kruskal"",""Edmonds' algorithm"",""Dijkstra""]",2,Edmonds' algorithm for directed MST
,CODING_DSA,HARD,What is the time complexity of van Emde Boas tree operations?,MCQ,"[""O(log n)"",""O(log log n)"",""O(log log M)"",""O(1)""]",2,vEB tree operations are O(log log M)
,CODING_DSA,HARD,Which algorithm finds bridges in one DFS pass?,MCQ,"[""Basic DFS"",""BFS"",""Tarjan's bridge finding"",""Kosaraju""]",2,Tarjan's algorithm finds bridges in one pass
,CODING_DSA,HARD,What is the time complexity of fractional cascading?,MCQ,"[""O(log n)"",""O(log² n)"",""O(log n + k)"",""O(n)""]",2,Fractional cascading is O(log n + k)
,CODING_DSA,HARD,Which tree supports order statistics in O(log n)?,MCQ,"[""Binary Tree"",""Augmented BST"",""B-Tree"",""Trie""]",1,Augmented BST with subtree sizes
,CODING_DSA,HARD,What is the time complexity of finding diameter of tree?,MCQ,"[""O(n)"",""O(n log n)"",""O(n²)"",""O(log n)""]",0,Tree diameter can be found in O(n)
,CODING_DSA,HARD,Which algorithm solves maximum bipartite matching in O(E√V)?,MCQ,"[""Ford-Fulkerson"",""Hopcroft-Karp"",""Hungarian algorithm"",""Kuhn's algorithm""]",1,Hopcroft-Karp is O(E√V)
,CODING_DSA,HARD,What is the time complexity of persistent data structure query?,MCQ,"[""Same as non-persistent"",""O(n)"",""O(log n) extra"",""O(1)""]",0,Persistent structures maintain same query complexity
,CODING_DSA,HARD,Which algorithm finds cut vertices in graph?,MCQ,"[""BFS"",""DFS with low and discovery"",""Dijkstra"",""Floyd-Warshall""]",1,DFS with low/discovery finds cut vertices
,CODING_DSA,HARD,What is the time complexity of rope data structure split?,MCQ,"[""O(1)"",""O(log n)"",""O(n)"",""O(√n)""]",1,Rope split operation is O(log n)
,CODING_DSA,HARD,Which algorithm computes LCA in O(1) after O(n) preprocessing?,MCQ,"[""Binary Lifting"",""RMQ reduction"",""Euler Tour with RMQ"",""Segment Tree""]",2,Euler Tour with RMQ gives O(1) LCA